1	a single `_finalize_launch` with one fixed step order (for example timing → meta → promote → failure → emit, or ci-style promote-then-failure) does not match current launcher families. codex ci promotes before failure append; implement launchers append failure before `_promote_inner_done`; cursor ci/implement append meta before timing; review launchers interleave additional steps between meta and promote. forcing one global sequence would reorder file writes, stdout `key=value` emission, and completion sidecars relative to today, risking desync of failure-diag/stderr-tail timing from collectors that key off `.done`.
1	review launcher epilogues are not a simple timing-meta-promote-emit tail. they run failure handling and meta before timing, then dirty-tree snapshots, `record-vendor-sidecar`, cursor postprocess, and test-trap steps between meta and promote. folding these into a ci-oriented `_finalize_launch`, dropping them, or adopting review launchers first would reorder review ipc relative to today and can break `collect_results`, retry metadata, and launcher stdout contracts. separately, `_review_launch_cursor` currently writes the brainstorm `--stderr-sink` before `_promote_inner_done`; collectors wait on `<output>.done` and then read that sink, so promoting before the failure sink exists creates a completion-before-sink race.
1	implement dispatch passes `--sidecar-log` as `tmpdir/{tool}-impl.log`, not `output.with_suffix(".sidecar")`. `_append_implement_launch_failure` and `_compose_failure_diag` already close over that separate path. binding implement failure or stderr routing through `launcherpaths(output).sidecar` would target `transcript.txt.sidecar` instead of `codex-impl.log` / `cursor-impl.log`, dropping real stderr from failure diagnostics.
1	the planned `_finalize_launch` test asserts one canonical order (timing → meta → promote → failure → emit). that mismatches real families: codex ci inserts token-record/stall work and promotes before failure; implement appends failure before promote; cursor puts meta before timing; review adds family-specific steps. a test built from the generic spec could pass while shipping regressed launcher ordering, or block a correct refactor.
1	if `_finalize_launch` becomes the shared `key=value` emission point, the planned test only checks callback invocation order. a regression could emit `launcher_exit` before `token_record` while callback-order assertions still pass, breaking stdout parsers.
1	the plan allows converting or inlining `_review_setup_cursor_config_dir` and `_review_cleanup_cursor_config_dir`, but `python/test_launch_review.py` monkeypatches those helpers in multiple review-launch tests. removing or changing their signatures will break `make py-test`.
1	cursor ci writes `.stall.json` only when missing (`not paths.stall_json.is_file()`), while codex ci always writes on timeout. a shared stall step without cursor's idempotent guard would change stall sidecar presence across tools.
1	plan.txt:101-109 [scope-reduction] prescribed _finalize_launch step order over-specifies behavior codex and cursor already diverge on. scenario: codex ci/implement record timing before outer meta (python/agents.py:3562-3589, 5115-5117). cursor ci/implement append meta before timing (3683-3706, 5222-5223). review codex inserts token record-vendor-sidecar after timing (4489-4501). a single timing→meta→token→stall→promote→failure→emit pipeline forces one vendor to change step order without a stated contract benefit.
1	python/agents.py:4721-4741; python/agents.py:5118-5120; python/agents.py:5225-5227 [scope-reduction] _finalize_launch codifies promote-before-failure for review and implement launchers. scenario: current review and implement paths write failure diagnostics before promoting .inner.done to public .done. the plan's ordered finalizer and proposed test assert promote before failure, so a failed launch can publish .done before .failure-diag or .stderr-tail are complete. a caller waking on .done can read incomplete failure artifacts.
1	<TMPDIR>/plan.txt:78 [scope-reduction] plan allows removing timing wrapper helpers without listing dependent test updates. scenario: existing tests monkeypatch _review_record_timing and _record_implement_timing in python/test_launch_review.py and python/test_implement_dispatch.py. removing those names per the plan can fail make py-test even if launcher behavior is preserved.
1	plan.txt:101-120; python/agents.py:4591-4630; python/agents.py:4721-4742; python/collect_results.py:912-944 [scope-reduction] shared finalizer order can move cursor review postprocessing behind `.done`. scenario: the plan applies `_finalize_launch` to `_review_launch_cursor`, but the proposed order promotes `.inner.done` before any family-specific pre-done slot. current cursor review rewrites raw cursor json to the reviewer result, moves the token sidecar, writes dirty-tree state, then promotes `.done`. `collect_results` waits on `.done` and then reads the output and sidecars, so an early promote can expose raw json or incomplete sidecars through launcher ipc.
2	the normative codex implement epilogue table skips `.meta` append (outer_launcher ipc) and `_promote_inner_done`. current `launch_codex_implement_main` runs those steps between usage/failure handling and emit (`python/agents.py:5114-5121`). hook lists built only from the table can drop outer meta sidecar lines and leave `.inner.done` unpromoted, breaking collector wait-on-`.done` and implement dispatch ipc.
2	the normative cursor implement epilogue table starts at usage recording and omits `.meta` append and `_record_implement_timing`. current `launch_cursor_implement_main` runs meta first, then timing, then usage (`python/agents.py:5222-5228`). a hook list derived from the table alone drops outer meta and vendor timing and can violate fixture ordering (meta-before-timing).
2	the normative cursor ci epilogue table stops at stall write and omits `_promote_inner_done`, `_append_ci_failure`, and `_emit_ci_launcher_result`. current `launch_cursor_ci_main` still runs those steps after stall (`python/agents.py:3683-3715`). hook lists copied only from the table can skip promotion, ci failure logging, and launcher-result stdout.
2	the design exposes both an ordered `hooks` sequence and a separate `promote` callable (defaulting to `_promote_inner_done`) without specifying when `promote` runs. codex/cursor ci require promote before `_append_ci_failure` and emit (`python/agents.py:3592-3594`). if promote always runs after all hooks, failure append lands before promote and breaks ci failure-logging order.
2	plan.txt:116-133 [scope-reduction] _finalize_launch keeps a separate default promote path outside the ordered hook list. scenario: the refactor's correctness depends on exact .done promotion order, but an out-of-band promote parameter makes it easy to run promote before or after caller hooks instead of at the family-specific slot
3	the codex implement normative epilogue table skips `_promote_inner_done` between failure append and emit (numbering jumps step 5 to step 7). a hook list built from the table can emit before `.inner.done` is promoted to public `.done`, breaking `collect-results` wait-on-`.done` ipc and failure-diag timing while meta/usage/failure steps still pass.
3	the cursor implement normative epilogue table omits `_record_implement_timing` between meta append and usage recording (numbering jumps step 1 to step 3). a hook list derived from the table can skip `record-vendor-task` or run usage before timing, desyncing implement timing from current `launch_cursor_implement_main` (~5222-5228) and breaking parity with codex implement and existing collectors.
3	the cursor ci normative table stops at stall (5 steps) while adoption scope claims 8. current tail is meta → timing → usage → token_record → stall → `_promote_inner_done` → `_append_ci_failure` → `_emit_ci_launcher_result` (`python/agents.py:3683-3715`). missing tail steps reorder ipc relative to collectors waiting on `.done` and failure-diag timing.
3	the plan only adds `sentinel_done()` for `run_external_agent_inner_sentinel_suffix` but leaves `run_external_agent` (~1717-1765) writing `.meta`, `.diag`, `.failure-diag`, and stale-path cleanup via inline `with_suffix`. that preserves a second owner for ipc paths every launcher uses, weakening acceptance that "sidecar paths flow through `launcherpaths`" and leaving the typo-desync class the issue targets.
3	the proposed hooks-only `_finalize_launch` body only iterates hooks while keeping an unused `paths` keyword-only parameter; `agents.py` does not ignore arg001, so `make py-lint` can fail.
3	python/agents.py:4508-4524,python/agents.py:4691-4720 [scope-reduction] cursor review setup/cleanup should not be refactored through the lexical _temporary_env helper. scenario: the split helper contract must keep cursor_config_dir set from setup through launch until cleanup; a context manager inside setup would restore before cursor runs
4	the codex implement normative hook/epilogue table jumps from step 5 (failure append) to step 7 (`_emit_implement_launcher_envelope`) with no step 6 for `_promote_inner_done`. current code promotes at `python/agents.py:5120` before emit at `5121`. an implementer building the hook list from the table alone can skip promote, leave `.inner.done` unpromoted, and break `collect_results` wait-on-`.done` ipc.
4	the cursor implement normative hook/epilogue table jumps from step 1 (meta append) to step 3 (`_record_cursor_implement_usage`), skipping `_record_implement_timing`. current code at `python/agents.py:5222-5224` runs meta, then `_record_implement_timing`, then usage. a hook list built from the table alone can reorder timing after usage or drop it, changing timing sidecar semantics and breaking parity with the plan's acceptance/fixture order (meta → timing → usage → failure → promote → emit).
4	plan.txt:82-86 [scope-reduction] `launcherpaths` defines `sidecar_history` / `events_history` (and related stderr-family fields) not covered by the "do migrate" list. scenario: fields are populated in `from_output` but `_compose_failure_diag` / `_failure_diagnostic_source_candidates` (agents.py:1465-1560) stay on inline `with_suffix`, so this pr adds frozen api surface without eliminating the cited typo-desync class for those paths
5	the cursor ci normative epilogue table stops after the stall guard (steps 1–5) and omits `_promote_inner_done`, `_append_ci_failure`, and `_emit_ci_launcher_result`, even though `launch_cursor_ci_main` runs them after stall (~3713–3715) and the codex ci table documents the full eight-step tail. a hook list built only from the truncated table can skip promote/failure/emit, breaking `.done` ipc and ci launcher-result stdout.
5	the codex implement normative epilogue table jumps from step 5 (failure append) to step 7 (emit) without an explicit `_promote_inner_done` step, while `launch_codex_implement_main` promotes between failure and emit (~5120–5121). hook lists derived from the incomplete table can skip promote, leaving `.inner.done` unpromoted and breaking `collect_results` wait-on-`.done` ipc.
5	the cursor implement normative epilogue table omits `_record_implement_timing` and skips step numbering (meta as step 1, usage as step 3), while `launch_cursor_implement_main` records timing at ~5222–5224 between meta append and usage. a hook list built from this table can drop vendor timing entirely and desync vendor-task records.
5	the plan migrates stale cleanup to `launcherpaths` fields plus `output` only, but current `run_external_agent` also unlinks caller-supplied `stdout_path` and `stderr_path` (events.jsonl and sidecar for codex ci) on retry. omitting them leaves stale partial artifacts across auth retries.
