1	the a3 seed list in `python/wire-artifact-manifest.json` uses artifact names that do not match the actual on-disk wires used by the code, especially the leading-dot `.ship-route-exit-handoff.env` and `.design-step5c-status.env` sidecars, so reader/writer pairing will miss the real artifacts or force bogus baseline rows.
1	the a5 migration still leaves `python/larch/implement/ci_monitor.py` doing direct `runner.run(["gh", ...])` work, including `collect_failed_logs` without a bounded timeout, so ci can still hang and the subprocess-via-runner lint will flag the file.
1	`_retry_read` now applies a default read timeout, but `pr_view` still only turns `exit_timeout` into `ghreadtimeout` when the caller explicitly passed `timeout=`, so callers that rely on the default will still see a generic read failure instead of the timeout signal the poll paths expect.
1	a3 writer discovery still misses shell-written sentinels under `skills/*/scripts`, so real writers for `.completed/*`, `.bg-wait-active`, and similar artifacts will not be seen even though the manifest seeds depend on them.
1	a3 writer evidence can be satisfied by tests, fixtures, or support code, which lets the lint pass on non-production writers and masks the missing-runtime-writer defect it is meant to catch.
1	several non-`ci_monitor.py` call sites still invoke `gh` directly outside `python/larch/git/gh.py`, including `clarify.py`, `state/finalize.py`, `tracking_issue.py`, `issue_create.py`, and `promote_release.py`, so the new lint will still fail and some reads will keep bypassing centralized wrapper behavior.
1	the empty-array bash rule does not yet recognize existing length-checked guard patterns as safe, and the rollout still needs a cleanup or baseline plan for the current committed hits, so the new lint would generate avoidable false positives on already-safe scripts.
1	the a3 manifest contract is internally inconsistent about whether rows are basename-only strings or structured `kind`/`artifact` objects, so the validator, baseline keys, and seed data need one explicit schema before dotted or slash-containing artifacts can be represented reliably.
1	<TMPDIR>/plan.txt:21-28; <TMPDIR>/plan.txt:41-70 [scope-reduction] a3 assigns one reason-bearing exact-key schema to both the manifest and baseline while also seeding manifest entries as plain names and relative paths. scenario: the proposed python/wire-artifact-manifest.json cannot both be an array of basenames or relative_path rows and require non-empty reason fields; if implemented literally, python/tests/lint/test_lint_wire_artifact_pairing.py::test_malformed_manifest_exits_2 can reject the shipped seed or force suppression reasons into the manifest instead of the baseline
2	the a5 gh-read migration is still incomplete: `finalize.py` keeps a direct `runner.run(["gh", "issue", "view", ...])` path in `_rename_issue`, and `tracking_issue.py` still has direct gh reads for the issue body, comments, and title. those callsites would continue to bypass the centralized wrapper timeout/retry policy and trip the new subprocess-via-runner lint.
2	a3 writer discovery only matches literal write/open/atomic_write/shell-redirect shapes, so it misses run-log batch producers and python touch-based sentinels. seeded artifacts like `token-report.json` and `.completed/step-5c-terminal` can therefore look writerless or force a bogus baseline.
2	the pr-check path is json-first and also needs `--required`, but the plan points at the text helper. switching helpers blindly would change classification and run-id extraction, and required checks would lose semantics.
2	`collect_failed_logs` cannot be swapped to `gh.run_logs_failed` mechanically because it currently tails the log, redacts it, and reports in-progress state differently. the migration needs an explicit parity contract or a new helper that preserves those semantics.
2	test-only writers still satisfy the writer side if test harnesses and fixtures are counted. that lets `touch`/`printf` in shell tests or python test helpers mask missing production writers for the seeded artifacts.
2	a3 is still phrased as basename-only pairing even though the seed manifest includes `relative_path` artifacts. those rows need path-aware matching by `(kind, artifact)` so `.completed/*` sentinels are ratcheted correctly.
