1	`_reconcile_post_recovery_comment` and related salvage reconciliation paths perform direct `gh` comment, close, and view operations outside the guarded filing choke points. tests, development replays, or unauthorized runs can therefore mutate real report issues even when `issue create-one` and `file-failure-report-cross-repo.sh` refuse.
1	live `/design` child paths invoke `/larch:issue` and nested `create-one` calls without forwarding the session-backed authorization context. after the gate lands, step 0b, step 5b, and decomposition partition filing can refuse and block legitimate tracking, oos, and partition filing.
1	`issue create-one --dry-run` resolves repositories and/or validates labels before returning, which can invoke `gh repo view` or `gh label list`. this violates the required zero-`gh` dry-run contract and permits network access without authorization.
1	the dev-only `audit-runs close-priors` flow can list, comment on, and close real audit issues without the explicit authorization marker.
1	oos filing performs direct github operations for blocker probes, label creation and edits, and failed-create cleanup. these paths can query or mutate real issues even when the guarded `create-one` boundary refuses.
1	tier a reporter execution can perform pre-helper `gh repo view` calls before the guarded filing helper refuses, violating the requirement that unauthorized realistic reporter fixtures invoke neither the helper nor `gh`.
1	the normalizer allowlist omits the new refusal status, and the plan does not specify mapping it to `fallback-print-required` while preserving the designated fallback reason or preventing terminal filing from continuing.
1	the operator `/issue` skill is marked as authorized, but its illustrated `issue create-one` commands omit the explicit authorization argument or context file required for non-session callers. the same gap may affect the audit skill command examples.
2	`file_tier_a_after_compose` calls `dedup_tier_a_report_main` with only `helper_common()` args. `dedup_tier_a_report` then runs `gh repo view` and a `--dedup-only` helper lookup before any mutation-context argument exists. unauthorized design failure-report fixtures that reach the dedup branch can still hit `gh` even when create filing is gated.
2	plan goal section [scope-reduction] goal claims coverage of every known issue-mutation path while firm files omit several live surfaces. scenario: binding issue acceptance only requires filing choke-point refusal plus reporter regression; keeping the broad goal without `tracking_issue.py`, `decompose.py` close-original, or `clarify.py` updates either over-scopes the 865-line plan or leaves a false completeness claim
