1	replacing explicit step 0 stdout parse/key lists with a citation to `skills/shared/session-setup-output.md` (without a mandatory read gate or retained per-skill parse enumeration) can omit bindings that degraded-tools gating, clarify publish/cleanup, and lane launch still require. affects `skills/design/skill.md` (including `session_id` for publish rename, step 5c footer/cleanup, and `source-env.sh` refresh), `skills/research/skill.md`, and `skills/review/skill.md` (tmpdir, four reviewer keys, and review-specific token-session/timing-ledger keys). an implementer can satisfy grep/n-gram acceptance while silently mis-routing step 0.
1	the plan never lists the six implement wrapper docs that still carry the repeated session-setup telemetry sentence, so the actual session-setup boilerplate hotspot is left untouched. the n-gram report will still see the exact `larch_token_session_id` / `larch_claude_source_file` / `larch_timing_ledger` sentence in six wrapper docs, so the targeted duplication drop will not happen.
1	skills/implement/scripts/step-0-bootstrap.md:19-22 [scope-reduction] the plan never updates the six implement script docs that repeat the `larch_token_session_id` / `larch_claude_source_file` / `larch_timing_ledger` boilerplate, so the session-setup duplication this change targets remains in the shipped repo.. scenario: the repeated telemetry-triple line stays in step-0-bootstrap.md, step-0-degraded-gate.md, run-step-checks.md, step-5-resume.md, step-6-entry.md, and step-8-oos-checkpoint.md, so the targeted n-gram hotspot will not drop enough to satisfy the feature.
2	testing step 4 claims `measure-ngram-duplication` / `measure_ngram_duplication` will confirm implement-wrapper shingle drops, but `_ngram_source_files` only scans `claude.md`, its `@` imports, and `skills/*/skill.md` (plus `.claude/skills/*/skill.md`). it excludes `skills/implement/scripts/*.md` and new `skills/shared/*.md`. an implementer can pass the step-2 grep on wrapper docs while step-4 n-gram scores stay flat for that work, so acceptance is judged on a metric that never saw the deduped files. `skills/implement/scripts/*.md` holds the six identical telemetry-triple sentences this change targets, yet the tool never includes those paths; step 4 can pass while wrapper duplication remains, or reviewers may hunt for shingle drops the report cannot show.
2	the measured session-setup hotspot is the repeated `python3 … session setup` 6-gram (score 30, 5 files in the current report). the plan only adds `skills/shared/session-setup-output.md` citations while retaining full cli invocation and parse prose in design, research, and review step 0. issue acceptance requires session-setup n-gram duplication to drop; this plan may clear the `--run-id` shingles but leave the session-setup shingles unchanged after implementation.
2	the plan requires citation plus retained per-skill parse enumerations (approach item 5; design and research list every pre-gate stdout key). review step 0 retains only token-session fields and `larch_timing_ledger`, omitting `session_tmpdir`, `codex_binary_found`, `cursor_binary_found`, `codex_present`, and `cursor_present` even though current step 0 parses them and passes all four reviewer keys into agent degraded-tools-gate before downstream work. with `session_tmpdir`/`codex_present`/`cursor_present` relegated to generic local requirements, citation-only edits can drop explicit presence parsing and break the step 0 degraded-tools gate while appearing to follow the plan.
2	approach items 1–3 and testing grep #1 require removing the shared long `--run-id` phrase from all eight `skills/*/skill.md` hits, but the plan sections for `skills/upgrade-larch/skill.md`, `skills/alias/skill.md`, `skills/issue/skill.md`, `skills/set-up-forked-open-source-repo/skill.md`, and `skills/report-tokens/skill.md` never say to replace the inline flag prose with a cite of `skills/shared/run-id-flag.md` (unlike `skills/cleanup/skill.md` and `skills/block-issue/skill.md`). a literal section-by-section implementer can leave five hotspots untouched and fail acceptance.
3	the `skills/review/skill.md` step 0 **retain** / retain-parse enumeration still lists only token-session fields and `larch_timing_ledger`, omitting `session_tmpdir` and the four reviewer keys (`codex_binary_found`, `cursor_binary_found`, `codex_present`, `cursor_present`) that step 0 already parses and passes to `agent degraded-tools-gate`. testing step 3 and current step 0 prose require all seven keys. an implementer who edits only the short retain bullet can drop reviewer/tmpdir parsing and break the degraded-tools gate and `review_tmpdir` binding while appearing plan-compliant.
3	four `/implement` wrapper updated sections (`run-step-checks.md`, `step-5-resume.md`, `step-6-entry.md`, `step-8-oos-checkpoint.md`) say only "preserve local …" and never instruct replacing the shared telemetry-triple sentence, unlike `step-0-bootstrap.md` and `step-0-degraded-gate.md`. approach item 6 and testing grep #2 require zero hits for that sentence across all six wrapper docs. without per-file replace instructions, four files can ship unchanged, grep acceptance fails, and the wrapper dedup goal is only half delivered.
3	four `--run-id` consumer updated sections (`alias`, `issue`, `set-up-forked-open-source-repo`, `report-tokens`) lack an explicit "replace the long inline flag prose with a cite of `skills/shared/run-id-flag.md`" step; they only say preserve behavior or keep the not-forwarding note. approach items 1–3 and testing grep #1 require removing the shared long phrase from all eight current hits. unlike `cleanup`, `block-issue`, `upgrade-larch`, and `research`, empty or behavior-only sections leave four duplicates in place, so n-gram acceptance for the targeted `--run-id` block can fail despite other skill edits.
